,Unnamed: 0,class,year,month,day,hour,minute,second,length,f0,f1,path
6930,6930,ROCKFALL,2021,1,19,2,23,16.0,127.36,,,
6931,6931,ROCKFALL,2021,1,19,3,3,7.64,39.72,,,
6932,6932,ROCKFALL,2021,1,19,3,13,37.2,13.2,,,
6933,6933,MP,2021,1,19,3,15,32.0,9.92,,,
6934,6934,ROCKFALL,2021,1,19,3,21,32.84,67.64,,,
6935,6935,ROCKFALL,2021,1,19,3,23,9.2,65.68,,,
6936,6936,ROCKFALL,2021,1,19,3,28,19.16,51.24,,,
6937,6937,ROCKFALL,2021,1,19,3,33,17.6,48.0,,,
6938,6938,ROCKFALL,2021,1,19,3,41,34.56,69.12,,,
6939,6939,ROCKFALL,2021,1,19,4,8,28.76,49.32,,,
6940,6940,ROCKFALL,2021,1,19,4,10,42.44,81.72,,,
6941,6941,ROCKFALL,2021,1,19,4,18,2.8,73.36,,,
6942,6942,ROCKFALL,2021,1,19,4,47,33.8,85.56,,,
6943,6943,ROCKFALL,2021,1,19,4,49,56.44,20.68,,,
6944,6944,ROCKFALL,2021,1,19,4,50,44.04,163.32,,,
6945,6945,TECT,2021,1,19,5,4,12.4,36.88,,,
6946,6946,ROCKFALL,2021,1,19,5,4,51.64,177.48,,,
6947,6947,ROCKFALL,2021,1,19,5,10,1.6,44.48,,,
6948,6948,ROCKFALL,2021,1,19,5,21,36.8,63.68,,,
6949,6949,GASBURST,2021,1,19,5,26,15.68,14.08,,,
6950,6950,ROCKFALL,2021,1,19,5,28,24.96,48.64,,,
6951,6951,ROCKFALL,2021,1,19,5,48,9.44,22.08,,,
6952,6952,ROCKFALL,2021,1,19,5,58,0.16,22.08,,,
6953,6953,ROCKFALL,2021,1,19,6,3,40.48,51.36,,,
6954,6954,ROCKFALL,2021,1,19,6,17,9.08,52.72,,,
6955,6955,ROCKFALL,2021,1,19,6,33,22.6,50.6,,,
6956,6956,ROCKFALL,2021,1,19,7,1,36.04,60.6,,,
6957,6957,ROCKFALL,2021,1,19,7,6,22.36,11.44,,,
6958,6958,MP,2021,1,19,7,16,17.52,7.76,,,
6959,6959,ROCKFALL,2021,1,19,7,21,33.48,15.88,,,
6960,6960,ROCKFALL,2021,1,19,7,30,20.16,13.8,,,
6961,6961,ROCKFALL,2021,1,19,7,32,49.92,17.88,,,
6962,6962,ROCKFALL,2021,1,19,7,33,11.84,20.36,,,
6963,6963,ROCKFALL,2021,1,19,7,46,24.64,15.36,,,
6964,6964,ROCKFALL,2021,1,19,7,57,42.36,86.28,,,
6965,6965,ROCKFALL,2021,1,19,8,16,33.4,54.92,,,
6966,6966,ROCKFALL,2021,1,19,8,17,35.12,26.64,,,
6967,6967,ROCKFALL,2021,1,19,8,25,51.44,61.84,,,
6968,6968,ROCKFALL,2021,1,19,8,29,4.52,56.92,,,
6969,6969,ROCKFALL,2021,1,19,9,7,20.4,40.4,,,
6970,6970,ROCKFALL,2021,1,19,9,9,3.96,35.72,,,
6971,6971,ROCKFALL,2021,1,19,9,20,10.84,48.68,,,
6972,6972,ROCKFALL,2021,1,19,9,21,26.56,45.44,,,
6973,6973,ROCKFALL,2021,1,19,9,31,1.68,29.68,,,
6974,6974,ROCKFALL,2021,1,19,9,56,22.68,17.96,,,
6975,6975,ROCKFALL,2021,1,19,9,56,43.16,116.84,,,
6976,6976,ROCKFALL,2021,1,19,10,8,31.56,53.24,,,
6977,6977,ROCKFALL,2021,1,19,10,20,36.68,12.28,,,
6978,6978,ROCKFALL,2021,1,19,10,27,2.52,26.6,,,
6979,6979,ROCKFALL,2021,1,19,10,30,15.88,44.6,,,
6980,6980,ROCKFALL,2021,1,19,10,31,38.8,48.24,,,
6981,6981,MP,2021,1,19,10,49,52.2,7.0,,,
6982,6982,ROCKFALL,2021,1,19,10,50,13.28,60.32,,,
6983,6983,ROCKFALL,2021,1,19,11,3,40.32,49.28,,,
6984,6984,MP,2021,1,19,11,45,27.48,7.4,,,
6985,6985,ROCKFALL,2021,1,19,11,59,48.32,36.8,,,
6986,6986,ROCKFALL,2021,1,19,12,4,34.64,32.56,,,
6987,6987,ROCKFALL,2021,1,19,12,8,35.84,62.72,,,
6988,6988,ROCKFALL,2021,1,19,12,12,35.6,48.24,,,
6989,6989,ROCKFALL,2021,1,19,12,14,47.4,83.8,,,
6990,6990,ROCKFALL,2021,1,19,12,22,7.96,37.48,,,
6991,6991,ROCKFALL,2021,1,19,12,29,42.44,51.64,,,
6992,6992,ROCKFALL,2021,1,19,12,30,47.76,14.64,,,
6993,6993,ROCKFALL,2021,1,19,12,36,44.48,87.36,,,
6995,6995,ROCKFALL,2021,1,19,12,42,49.32,35.8,,,
6996,6996,ROCKFALL,2021,1,19,12,46,12.8,97.28,,,
6997,6997,ROCKFALL,2021,1,19,12,54,13.52,16.24,,,
6998,6998,ROCKFALL,2021,1,19,13,5,24.32,18.96,,,
6999,6999,ROCKFALL,2021,1,19,13,7,23.24,34.76,,,
7000,7000,ROCKFALL,2021,1,19,13,8,1.68,113.52,,,
7001,7001,ROCKFALL,2021,1,19,13,14,32.32,17.48,,,
7002,7002,ROCKFALL,2021,1,19,13,23,9.88,22.44,,,
7003,7003,ROCKFALL,2021,1,19,13,24,52.28,55.24,,,
7004,7004,ROCKFALL,2021,1,19,13,28,18.12,42.24,,,
7005,7005,ROCKFALL,2021,1,19,13,36,4.4,44.76,,,
7006,7006,ROCKFALL,2021,1,19,13,41,19.88,45.0,,,
7007,7007,ROCKFALL,2021,1,19,13,49,56.96,34.76,,,
7008,7008,ROCKFALL,2021,1,19,13,51,14.32,43.6,,,
7009,7009,ROCKFALL,2021,1,19,13,56,29.72,99.56,,,
7010,7010,ROCKFALL,2021,1,19,14,10,46.72,33.28,,,
7011,7011,ROCKFALL,2021,1,19,14,21,38.12,27.8,,,
7012,7012,ROCKFALL,2021,1,19,14,28,40.0,41.28,,,
7013,7013,ROCKFALL,2021,1,19,14,39,37.72,167.72,,,
7015,7015,ROCKFALL,2021,1,19,14,45,16.68,32.76,,,
7016,7016,ROCKFALL,2021,1,19,14,54,24.6,24.72,,,
7017,7017,ROCKFALL,2021,1,19,15,8,0.04,12.64,,,
7018,7018,ROCKFALL,2021,1,19,15,33,58.92,12.08,,,
7019,7019,ROCKFALL,2021,1,19,15,40,7.6,14.2,,,
7020,7020,ROCKFALL,2021,1,19,15,47,22.56,36.76,,,
7021,7021,ROCKFALL,2021,1,19,15,51,55.08,9.48,,,
7022,7022,ROCKFALL,2021,1,19,15,58,56.2,37.68,,,
7023,7023,ROCKFALL,2021,1,19,16,18,38.92,13.6,,,
7024,7024,ROCKFALL,2021,1,19,16,42,10.2,16.08,,,
7025,7025,ROCKFALL,2021,1,19,16,43,21.12,37.04,,,
7026,7026,ROCKFALL,2021,1,19,17,29,17.44,63.6,,,
7027,7027,ROCKFALL,2021,1,19,17,35,24.96,34.0,,,
7028,7028,ROCKFALL,2021,1,19,17,38,56.4,170.2,,,
7030,7030,ROCKFALL,2021,1,19,17,45,58.92,126.68,,,
7031,7031,AWANPANAS,2021,1,19,17,59,15.44,198.96,,,
7032,7032,ROCKFALL,2021,1,19,18,11,5.8,49.6,,,
7033,7033,ROCKFALL,2021,1,19,18,39,57.76,19.16,,,
7034,7034,ROCKFALL,2021,1,19,18,40,26.04,36.04,,,
7035,7035,ROCKFALL,2021,1,19,18,46,9.16,15.56,,,
7036,7036,ROCKFALL,2021,1,19,18,53,47.56,20.24,,,
7037,7037,ROCKFALL,2021,1,19,19,0,9.6,11.96,,,
7038,7038,ROCKFALL,2021,1,19,19,7,29.36,28.24,,,
7039,7039,ROCKFALL,2021,1,19,19,8,25.72,115.68,,,
7040,7040,ROCKFALL,2021,1,19,19,17,1.12,13.88,,,
7041,7041,ROCKFALL,2021,1,19,19,32,23.44,83.44,,,
7042,7042,ROCKFALL,2021,1,19,19,34,22.12,17.88,,,
7043,7043,ROCKFALL,2021,1,19,19,56,41.8,27.32,,,
7044,7044,ROCKFALL,2021,1,19,20,0,58.8,98.16,,,
7045,7045,ROCKFALL,2021,1,19,20,3,43.56,44.12,,,
7046,7046,ROCKFALL,2021,1,19,20,5,47.76,15.96,,,
7047,7047,TECT,2021,1,19,20,11,24.12,109.84,,,
7048,7048,ROCKFALL,2021,1,19,20,15,45.08,26.6,,,
7049,7049,ROCKFALL,2021,1,19,20,29,54.92,133.24,,,
7050,7050,ROCKFALL,2021,1,19,20,49,51.68,117.28,,,
7051,7051,MP,2021,1,19,21,6,24.32,9.6,,,
7052,7052,ROCKFALL,2021,1,19,21,11,36.28,63.56,,,
7053,7053,ROCKFALL,2021,1,19,21,16,16.48,21.28,,,
7054,7054,ROCKFALL,2021,1,19,21,25,41.72,67.08,,,
7055,7055,ROCKFALL,2021,1,19,21,42,55.52,71.84,,,
7056,7056,ROCKFALL,2021,1,19,21,50,12.12,62.76,,,
7057,7057,ROCKFALL,2021,1,19,21,54,3.0,63.88,,,
7058,7058,ROCKFALL,2021,1,19,21,58,56.16,18.72,,,
7059,7059,ROCKFALL,2021,1,19,21,59,48.76,61.32,,,
7060,7060,ROCKFALL,2021,1,19,22,4,40.4,77.36,,,
7061,7061,ROCKFALL,2021,1,19,22,12,44.4,58.64,,,
7062,7062,AWANPANAS,2021,1,19,22,13,53.28,116.48,,,
7063,7063,ROCKFALL,2021,1,19,22,23,12.96,92.0,,,
7064,7064,AWANPANAS,2021,1,19,22,35,0.64,121.6,,,
7065,7065,ROCKFALL,2021,1,19,22,37,29.44,112.64,,,
7066,7066,ROCKFALL,2021,1,19,22,44,38.64,26.64,,,
7067,7067,ROCKFALL,2021,1,19,22,51,0.64,20.48,,,
7068,7068,ROCKFALL,2021,1,19,23,11,11.52,65.28,,,
7069,7069,ROCKFALL,2021,1,19,23,15,40.0,17.28,,,
7071,7071,ROCKFALL,2021,1,19,23,18,27.24,181.4,,,
7072,7072,ROCKFALL,2021,1,19,23,28,14.84,23.24,,,
7073,7073,ROCKFALL,2021,1,19,23,44,26.88,67.84,,,
7074,7074,ROCKFALL,2021,1,19,23,49,7.4,50.84,,,
7075,7075,ROCKFALL,2021,1,19,23,53,45.76,61.76,,,
7076,7076,ROCKFALL,2021,1,19,23,55,48.8,68.96,,,
7077,7077,ROCKFALL,2021,1,20,0,11,4.12,21.48,,,
7078,7078,ROCKFALL,2021,1,20,0,26,59.24,45.72,,,
7079,7079,ROCKFALL,2021,1,20,0,32,9.68,45.04,,,
7080,7080,ROCKFALL,2021,1,20,0,34,35.36,46.56,,,
7081,7081,GASBURST,2021,1,20,0,36,14.56,13.76,,,
7082,7082,ROCKFALL,2021,1,20,0,43,3.24,34.52,,,
7083,7083,MP,2021,1,20,0,45,29.12,9.28,,,
7084,7084,ROCKFALL,2021,1,20,0,54,56.16,15.52,,,
7085,7085,ROCKFALL,2021,1,20,0,58,13.12,31.04,,,
7086,7086,ROCKFALL,2021,1,20,1,8,45.0,19.88,,,
7087,7087,ROCKFALL,2021,1,20,1,13,51.68,10.56,,,
7088,7088,ROCKFALL,2021,1,20,1,14,10.88,69.28,,,
7089,7089,ROCKFALL,2021,1,20,1,20,6.76,107.16,,,
7090,7090,ROCKFALL,2021,1,20,1,24,30.28,8.48,,,
7091,7091,ROCKFALL,2021,1,20,1,25,21.6,49.8,,,
7092,7092,ROCKFALL,2021,1,20,1,42,54.8,30.32,,,
7093,7093,ROCKFALL,2021,1,20,1,43,45.48,103.24,,,
7094,7094,ROCKFALL,2021,1,20,1,50,12.4,85.44,,,
7095,7095,ROCKFALL,2021,1,20,1,52,6.56,12.12,,,
7096,7096,ROCKFALL,2021,1,20,1,56,29.32,34.08,,,
7097,7097,ROCKFALL,2021,1,20,1,58,58.08,106.16,,,
7098,7098,ROCKFALL,2021,1,20,2,9,0.04,32.32,,,
7099,7099,ROCKFALL,2021,1,20,2,17,52.36,7.88,,,
7100,7100,MP,2021,1,20,2,19,27.32,10.44,,,
7101,7101,ROCKFALL,2021,1,20,2,27,31.44,14.24,,,
7102,7102,MP,2021,1,20,2,34,51.2,5.88,,,
7103,7103,ROCKFALL,2021,1,20,2,50,12.28,76.76,,,
7104,7104,ROCKFALL,2021,1,20,2,51,41.2,19.52,,,
7105,7105,ROCKFALL,2021,1,20,3,2,8.0,111.84,,,
7106,7106,ROCKFALL,2021,1,20,3,22,23.84,47.2,,,
7107,7107,ROCKFALL,2021,1,20,3,23,49.68,11.04,,,
7108,7108,ROCKFALL,2021,1,20,3,30,40.44,38.88,,,
7109,7109,ROCKFALL,2021,1,20,3,32,46.24,15.96,,,
7110,7110,ROCKFALL,2021,1,20,3,42,9.64,60.04,,,
7111,7111,ROCKFALL,2021,1,20,4,2,26.6,35.08,,,
7112,7112,ROCKFALL,2021,1,20,4,10,13.44,24.08,,,
7113,7113,ROCKFALL,2021,1,20,4,12,18.64,30.64,,,
7114,7114,ROCKFALL,2021,1,20,4,13,34.0,38.8,,,
7115,7115,ROCKFALL,2021,1,20,4,14,20.64,55.24,,,
7116,7116,ROCKFALL,2021,1,20,4,19,42.08,20.44,,,
7117,7117,MP,2021,1,20,4,41,40.64,8.4,,,
7118,7118,ROCKFALL,2021,1,20,4,43,16.68,21.16,,,
7119,7119,ROCKFALL,2021,1,20,4,48,39.44,49.0,,,
7120,7120,ROCKFALL,2021,1,20,4,50,47.48,22.6,,,
7121,7121,ROCKFALL,2021,1,20,4,54,14.52,57.4,,,
7122,7122,ROCKFALL,2021,1,20,5,30,11.8,45.24,,,
7123,7123,ROCKFALL,2021,1,20,5,35,26.4,23.2,,,
7124,7124,ROCKFALL,2021,1,20,5,35,52.92,39.2,,,
7125,7125,ROCKFALL,2021,1,20,5,44,11.88,19.24,,,
7126,7126,ROCKFALL,2021,1,20,6,24,21.4,29.28,,,
7127,7127,ROCKFALL,2021,1,20,6,26,12.68,11.84,,,
7128,7128,ROCKFALL,2021,1,20,6,47,0.56,27.96,,,
7129,7129,ROCKFALL,2021,1,20,6,49,24.64,15.92,,,
7130,7130,ROCKFALL,2021,1,20,6,50,32.2,16.6,,,
7132,7132,ROCKFALL,2021,1,20,6,51,23.8,20.44,,,
7133,7133,ROCKFALL,2021,1,20,6,57,22.12,121.2,,,
7134,7134,AWANPANAS,2021,1,20,7,6,58.68,192.32,,,
7136,7136,ROCKFALL,2021,1,20,7,25,53.4,48.48,,,
7137,7137,AWANPANAS,2021,1,20,7,26,46.6,117.48,,,
7138,7138,ROCKFALL,2021,1,20,7,30,11.04,22.28,,,
7139,7139,ROCKFALL,2021,1,20,7,38,32.52,71.0,,,
7140,7140,ROCKFALL,2021,1,20,7,43,5.6,75.12,,,
7141,7141,ROCKFALL,2021,1,20,7,55,46.84,54.76,,,
7142,7142,AWANPANAS,2021,1,20,7,58,47.04,52.56,,,
7143,7143,MP,2021,1,20,8,9,3.44,6.16,,,
7144,7144,ROCKFALL,2021,1,20,8,26,12.88,21.64,,,
7145,7145,AWANPANAS,2021,1,20,8,26,43.44,96.84,,,
7146,7146,ROCKFALL,2021,1,20,8,36,13.92,56.68,,,
7147,7147,GASBURST,2021,1,20,8,39,21.44,20.44,,,
7148,7148,GASBURST,2021,1,20,8,44,18.64,17.16,,,
7149,7149,ROCKFALL,2021,1,20,8,44,44.92,74.96,,,
7150,7150,ROCKFALL,2021,1,20,9,1,36.32,83.4,,,
7151,7151,ROCKFALL,2021,1,20,9,3,27.4,15.28,,,
7152,7152,ROCKFALL,2021,1,20,9,5,4.72,57.48,,,
7153,7153,ROCKFALL,2021,1,20,9,7,54.48,32.72,,,
7154,7154,ROCKFALL,2021,1,20,9,8,55.4,34.04,,,
7155,7155,ROCKFALL,2021,1,20,9,14,36.64,53.56,,,
7156,7156,ROCKFALL,2021,1,20,9,19,42.28,10.96,,,
7157,7157,AWANPANAS,2021,1,20,9,22,7.8,112.04,,,
7158,7158,GASBURST,2021,1,20,9,25,23.0,46.24,,,
7159,7159,ROCKFALL,2021,1,20,9,30,3.24,59.8,,,
7160,7160,AWANPANAS,2021,1,20,9,56,24.52,95.28,,,
7161,7161,ROCKFALL,2021,1,20,9,59,38.24,102.36,,,
7162,7162,AWANPANAS,2021,1,20,10,14,40.72,47.48,,,
7163,7163,AWANPANAS,2021,1,20,10,17,47.04,72.8,,,
7164,7164,ROCKFALL,2021,1,20,10,21,14.92,18.68,,,
7165,7165,MP,2021,1,20,10,57,31.8,4.52,,,
7166,7166,ROCKFALL,2021,1,20,11,0,59.88,73.32,,,
7167,7167,MP,2021,1,20,11,12,45.08,8.96,,,
7168,7168,ROCKFALL,2021,1,20,11,24,43.84,20.04,,,
7169,7169,ROCKFALL,2021,1,20,11,25,14.92,77.76,,,
7170,7170,MP,2021,1,20,11,29,15.68,8.2,,,
7172,7172,MP,2021,1,20,11,50,34.44,4.96,,,
7173,7173,ROCKFALL,2021,1,20,12,4,19.6,70.24,,,
7174,7174,ROCKFALL,2021,1,20,12,8,30.44,112.76,,,
7175,7175,MP,2021,1,20,12,15,45.84,6.8,,,
7176,7176,ROCKFALL,2021,1,20,12,17,12.08,20.64,,,
7177,7177,ROCKFALL,2021,1,20,12,18,42.12,16.92,,,
7178,7178,ROCKFALL,2021,1,20,12,25,12.4,12.44,,,
7179,7179,ROCKFALL,2021,1,20,12,26,46.04,37.2,,,
7180,7180,ROCKFALL,2021,1,20,12,53,11.12,56.6,,,
7181,7181,ROCKFALL,2021,1,20,12,55,30.44,11.48,,,
7182,7182,ROCKFALL,2021,1,20,13,3,55.04,68.04,,,
7183,7183,ROCKFALL,2021,1,20,13,16,15.84,70.6,,,
7184,7184,ROCKFALL,2021,1,20,13,21,16.6,13.28,,,
7185,7185,ROCKFALL,2021,1,20,13,28,20.32,20.2,,,
7186,7186,AWANPANAS,2021,1,20,13,28,59.04,120.84,,,
7187,7187,ROCKFALL,2021,1,20,13,31,17.92,41.56,,,
7188,7188,GASBURST,2021,1,20,13,45,46.68,17.72,,,
7189,7189,ROCKFALL,2021,1,20,13,46,33.4,18.8,,,
7190,7190,ROCKFALL,2021,1,20,13,54,14.32,113.48,,,
7191,7191,ROCKFALL,2021,1,20,13,57,58.4,30.64,,,
7192,7192,ROCKFALL,2021,1,20,13,59,42.44,29.2,,,
7193,7193,ROCKFALL,2021,1,20,14,0,11.44,112.24,,,
7194,7194,ROCKFALL,2021,1,20,14,4,30.48,62.92,,,
7195,7195,AWANPANAS,2021,1,20,14,12,4.88,158.6,,,
7196,7196,GASBURST,2021,1,20,14,17,35.12,23.72,,,
7197,7197,AWANPANAS,2021,1,20,14,19,9.8,110.12,,,
7199,7199,MP,2021,1,20,14,25,54.44,4.16,,,
7200,7200,ROCKFALL,2021,1,20,14,30,14.6,13.0,,,
7201,7201,ROCKFALL,2021,1,20,14,30,34.24,28.76,,,
7202,7202,ROCKFALL,2021,1,20,14,41,33.72,13.16,,,
7203,7203,ROCKFALL,2021,1,20,14,47,5.32,32.16,,,
7204,7204,ROCKFALL,2021,1,20,15,8,35.2,10.64,,,
7205,7205,ROCKFALL,2021,1,20,15,14,1.24,60.4,,,
7206,7206,MP,2021,1,20,15,35,7.72,4.52,,,
7207,7207,ROCKFALL,2021,1,20,15,36,25.0,39.32,,,
7208,7208,ROCKFALL,2021,1,20,15,37,25.04,34.28,,,
7209,7209,ROCKFALL,2021,1,20,15,55,0.24,10.8,,,
7210,7210,ROCKFALL,2021,1,20,15,58,23.64,39.76,,,
7211,7211,ROCKFALL,2021,1,20,16,8,29.84,59.28,,,
7212,7212,ROCKFALL,2021,1,20,16,18,6.24,14.6,,,
7213,7213,GASBURST,2021,1,20,16,20,48.28,11.8,,,
7214,7214,GASBURST,2021,1,20,16,25,9.48,10.32,,,
7215,7215,GASBURST,2021,1,20,16,28,0.6,10.28,,,
7216,7216,ROCKFALL,2021,1,20,16,30,56.6,12.52,,,
7217,7217,ROCKFALL,2021,1,20,16,39,2.2,94.84,,,
7218,7218,GASBURST,2021,1,20,16,43,54.4,12.88,,,
7219,7219,ROCKFALL,2021,1,20,16,48,26.28,55.72,,,
7220,7220,ROCKFALL,2021,1,20,17,3,43.8,24.92,,,
7221,7221,ROCKFALL,2021,1,20,17,17,43.08,76.84,,,
7222,7222,ROCKFALL,2021,1,20,17,21,36.6,91.0,,,
7223,7223,ROCKFALL,2021,1,20,17,47,8.24,18.2,,,
7224,7224,ROCKFALL,2021,1,20,17,50,9.08,17.12,,,
7225,7225,ROCKFALL,2021,1,20,17,52,9.08,10.56,,,
7226,7226,ROCKFALL,2021,1,20,18,6,4.24,39.56,,,
7227,7227,ROCKFALL,2021,1,20,18,10,9.84,12.28,,,
7228,7228,ROCKFALL,2021,1,20,18,13,42.64,25.2,,,
7229,7229,ROCKFALL,2021,1,20,18,14,9.08,21.36,,,
7230,7230,ROCKFALL,2021,1,20,18,16,12.0,19.68,,,
7231,7231,AWANPANAS,2021,1,20,18,18,6.88,132.92,,,
7232,7232,ROCKFALL,2021,1,20,18,23,49.8,22.92,,,
7233,7233,ROCKFALL,2021,1,20,18,24,19.6,105.72,,,
7234,7234,ROCKFALL,2021,1,20,18,42,29.24,18.28,,,
7235,7235,ROCKFALL,2021,1,20,18,44,16.48,47.16,,,
7236,7236,ROCKFALL,2021,1,20,18,52,47.72,75.6,,,
7237,7237,ROCKFALL,2021,1,20,19,0,42.12,29.08,,,
7238,7238,MP,2021,1,20,19,14,37.88,9.96,,,
7239,7239,ROCKFALL,2021,1,20,19,21,25.72,10.48,,,
7240,7240,ROCKFALL,2021,1,20,19,26,1.0,48.0,,,
7241,7241,ROCKFALL,2021,1,20,19,28,40.8,10.88,,,
7242,7242,ROCKFALL,2021,1,20,19,29,38.84,27.8,,,
7243,7243,ROCKFALL,2021,1,20,19,42,22.4,41.92,,,
7244,7244,ROCKFALL,2021,1,20,19,44,36.08,30.12,,,
7245,7245,ROCKFALL,2021,1,20,19,53,5.0,15.2,,,
7246,7246,ROCKFALL,2021,1,20,19,57,13.44,28.6,,,
7247,7247,ROCKFALL,2021,1,20,20,2,7.8,14.0,,,
7248,7248,ROCKFALL,2021,1,20,20,2,34.84,16.24,,,
7249,7249,ROCKFALL,2021,1,20,20,3,15.52,44.2,,,
7250,7250,ROCKFALL,2021,1,20,20,10,37.2,36.04,,,
7251,7251,ROCKFALL,2021,1,20,20,15,52.24,20.0,,,
7252,7252,ROCKFALL,2021,1,20,20,28,22.2,18.08,,,
7253,7253,ROCKFALL,2021,1,20,20,32,18.04,27.76,,,
7254,7254,ROCKFALL,2021,1,20,20,35,41.32,17.8,,,
7255,7255,ROCKFALL,2021,1,20,20,47,48.2,38.32,,,
7256,7256,ROCKFALL,2021,1,20,20,51,31.52,14.0,,,
7257,7257,ROCKFALL,2021,1,20,20,52,4.2,19.72,,,
7258,7258,ROCKFALL,2021,1,20,20,55,21.4,24.44,,,
7259,7259,ROCKFALL,2021,1,20,20,59,34.44,85.48,,,
7260,7260,ROCKFALL,2021,1,20,21,2,34.0,48.32,,,
7261,7261,ROCKFALL,2021,1,20,21,15,13.48,29.36,,,
7262,7262,ROCKFALL,2021,1,20,21,18,27.24,79.0,,,
7263,7263,ROCKFALL,2021,1,20,21,36,35.6,14.52,,,
7264,7264,MP,2021,1,20,21,39,46.84,7.08,,,
7265,7265,ROCKFALL,2021,1,20,21,53,53.04,18.04,,,
7266,7266,ROCKFALL,2021,1,20,21,57,2.08,11.2,,,
7267,7267,ROCKFALL,2021,1,20,22,3,50.8,45.44,,,
7268,7268,ROCKFALL,2021,1,20,22,21,46.48,28.76,,,
7269,7269,ROCKFALL,2021,1,20,22,32,0.04,9.28,,,
7270,7270,ROCKFALL,2021,1,20,22,36,55.8,22.68,,,
7271,7271,ROCKFALL,2021,1,20,22,49,25.92,46.4,,,
7272,7272,ROCKFALL,2021,1,20,22,53,55.48,13.72,,,
7273,7273,ROCKFALL,2021,1,20,23,16,11.48,70.44,,,
7274,7274,ROCKFALL,2021,1,20,23,23,15.44,53.16,,,
7275,7275,ROCKFALL,2021,1,20,23,31,28.6,13.32,,,
7276,7276,MP,2021,1,20,23,34,41.44,6.76,,,
7277,7277,MP,2021,1,20,23,40,25.6,5.68,,,
7278,7278,ROCKFALL,2021,1,20,23,48,3.44,13.88,,,
7279,7279,ROCKFALL,2021,1,20,23,51,14.24,13.48,,,
7280,7280,MP,2021,1,20,23,51,31.6,6.8,,,
7281,7281,ROCKFALL,2021,1,20,23,53,36.4,86.68,,,
7282,7282,ROCKFALL,2021,1,21,0,27,16.44,29.0,,,
7283,7283,ROCKFALL,2021,1,21,0,39,54.92,51.16,,,
7284,7284,ROCKFALL,2021,1,21,0,59,33.28,19.8,,,
7285,7285,ROCKFALL,2021,1,21,1,36,10.44,20.6,,,
7286,7286,ROCKFALL,2021,1,21,1,49,42.32,21.68,,,
7287,7287,ROCKFALL,2021,1,21,2,18,57.8,52.32,,,
7288,7288,ROCKFALL,2021,1,21,2,40,9.44,25.68,,,
7289,7289,ROCKFALL,2021,1,21,3,0,12.52,86.88,,,
7290,7290,ROCKFALL,2021,1,21,3,24,22.88,31.6,,,
7291,7291,MP,2021,1,21,3,29,45.64,5.68,,,
7292,7292,ROCKFALL,2021,1,21,4,4,27.88,25.36,,,
7293,7293,ROCKFALL,2021,1,21,4,10,24.6,21.92,,,
7294,7294,ROCKFALL,2021,1,21,4,10,55.72,95.56,,,
7295,7295,ROCKFALL,2021,1,21,4,14,7.48,18.44,,,
7296,7296,ROCKFALL,2021,1,21,4,28,25.64,19.4,,,
7297,7297,ROCKFALL,2021,1,21,4,54,44.08,38.56,,,
7298,7298,ROCKFALL,2021,1,21,5,5,58.12,34.48,,,
7299,7299,ROCKFALL,2021,1,21,5,50,10.72,30.28,,,
7300,7300,MP,2021,1,21,6,24,29.96,5.72,,,
7301,7301,ROCKFALL,2021,1,21,6,41,56.68,17.6,,,
7302,7302,ROCKFALL,2021,1,21,6,51,5.16,37.36,,,
7303,7303,ROCKFALL,2021,1,21,7,3,9.64,51.56,,,
7304,7304,ROCKFALL,2021,1,21,7,4,53.16,25.0,,,
7305,7305,MP,2021,1,21,7,43,1.24,7.08,,,
7306,7306,ROCKFALL,2021,1,21,8,6,31.08,15.56,,,
7307,7307,ROCKFALL,2021,1,21,8,7,41.32,22.76,,,
7308,7308,ROCKFALL,2021,1,21,8,8,52.6,29.04,,,
7309,7309,MP,2021,1,21,8,14,56.44,5.8,,,
7310,7310,ROCKFALL,2021,1,21,8,15,17.96,31.6,,,
7311,7311,ROCKFALL,2021,1,21,8,21,18.08,29.44,,,
7312,7312,ROCKFALL,2021,1,21,8,28,40.64,67.16,,,
7313,7313,MP,2021,1,21,8,36,30.36,5.72,,,
7314,7314,ROCKFALL,2021,1,21,8,50,30.76,35.52,,,
7315,7315,MP,2021,1,21,8,56,24.32,6.68,,,
7316,7316,ROCKFALL,2021,1,21,8,57,31.32,18.6,,,
7317,7317,ROCKFALL,2021,1,21,9,2,45.76,13.4,,,
7318,7318,ROCKFALL,2021,1,21,9,3,53.32,19.28,,,
7319,7319,ROCKFALL,2021,1,21,9,12,40.6,62.28,,,
7320,7320,ROCKFALL,2021,1,21,9,17,11.88,18.6,,,
7321,7321,ROCKFALL,2021,1,21,10,8,0.44,51.32,,,
7322,7322,ROCKFALL,2021,1,21,10,34,26.0,16.72,,,
7323,7323,ROCKFALL,2021,1,21,10,53,22.6,37.08,,,
7324,7324,ROCKFALL,2021,1,21,11,5,19.52,45.12,,,
7325,7325,ROCKFALL,2021,1,21,11,6,59.76,31.36,,,
7326,7326,ROCKFALL,2021,1,21,11,49,45.48,72.88,,,
7327,7327,ROCKFALL,2021,1,21,12,0,37.12,22.36,,,
7328,7328,ROCKFALL,2021,1,21,12,4,19.52,31.88,,,
7329,7329,ROCKFALL,2021,1,21,12,18,3.88,15.6,,,
